rowNumber,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
1442,0312274920,Round Ireland With a Fridge,Tony Hawks,2001,St. Martin's Press,http://images.amazon.com/images/P/0312274920.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312274920.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312274920.01.LZZZZZZZ.jpg
1443,0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/0684872153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.LZZZZZZZ.jpg
1444,0553371010,The Complete Fairy Tales of the Brothers Grimm,Jack Zipes,1992,Bantam,http://images.amazon.com/images/P/0553371010.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553371010.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553371010.01.LZZZZZZZ.jpg
1445,1573226882,Fever Pitch,Nick Hornby,1998,Riverhead Books,http://images.amazon.com/images/P/1573226882.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573226882.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573226882.01.LZZZZZZZ.jpg
1446,0380977788,Coraline,Neil Gaiman,2002,HarperCollins,http://images.amazon.com/images/P/0380977788.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380977788.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380977788.01.LZZZZZZZ.jpg
1447,0064401774,More Scary Stories To Tell In The Dark,Alvin Schwartz,1986,HarperTrophy,http://images.amazon.com/images/P/0064401774.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064401774.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064401774.01.LZZZZZZZ.jpg
1448,006000438X,The Death of Vishnu: A Novel,Manil Suri,2002,Perennial,http://images.amazon.com/images/P/006000438X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006000438X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006000438X.01.LZZZZZZZ.jpg
1449,0440154731,Jailbird,Kurt Vonnegut,1992,Dell Publishing Company,http://images.amazon.com/images/P/0440154731.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440154731.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440154731.01.LZZZZZZZ.jpg
1450,0316601950,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,http://images.amazon.com/images/P/0316601950.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316601950.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316601950.01.LZZZZZZZ.jpg
1451,014028009X,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,http://images.amazon.com/images/P/014028009X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014028009X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014028009X.01.LZZZZZZZ.jpg
1452,0439139597,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,http://images.amazon.com/images/P/0439139597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439139597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439139597.01.LZZZZZZZ.jpg
1453,0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,http://images.amazon.com/images/P/0439064864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439064864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439064864.01.LZZZZZZZ.jpg
1454,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,http://images.amazon.com/images/P/043935806X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043935806X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043935806X.01.LZZZZZZZ.jpg
1455,0140304770,A Wizard of Earthsea (Pelican Books),Ursula K. Le Guin,1971,Penguin Books,http://images.amazon.com/images/P/0140304770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140304770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140304770.01.LZZZZZZZ.jpg
1456,0451167716,The Godfather,Mario Puzo,2004,Signet Book,http://images.amazon.com/images/P/0451167716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167716.01.LZZZZZZZ.jpg
1457,0375724370,Anil's Ghost (Vintage International),Michael Ondaatje,2001,Vintage Books USA,http://images.amazon.com/images/P/0375724370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375724370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375724370.01.LZZZZZZZ.jpg
1458,0385496095,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,2000,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385496095.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385496095.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385496095.01.LZZZZZZZ.jpg
1459,0804114986,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books,http://images.amazon.com/images/P/0804114986.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804114986.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804114986.01.LZZZZZZZ.jpg
1460,0316603287,The Lake House,James Patterson,2003,"Little, Brown",http://images.amazon.com/images/P/0316603287.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316603287.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316603287.01.LZZZZZZZ.jpg
1461,0451167317,The Dark Half,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451167317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451167317.01.LZZZZZZZ.jpg
1462,0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,http://images.amazon.com/images/P/0439136369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439136369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439136369.01.LZZZZZZZ.jpg
1463,0020418809,CADDIE WOODLAWN,Carol Ryrie Brink,1970,Simon Pulse,http://images.amazon.com/images/P/0020418809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020418809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020418809.01.LZZZZZZZ.jpg
1464,0140366660,The Secret Garden (Puffin Classics),Frances Hodgson Burnett,1994,Puffin Books,http://images.amazon.com/images/P/0140366660.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140366660.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140366660.01.LZZZZZZZ.jpg
1465,068416325X,The GREAT GATSBY (Scribner Classic),F. Scott Fitzgerald,1979,Scribner Paper Fiction,http://images.amazon.com/images/P/068416325X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068416325X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068416325X.01.LZZZZZZZ.jpg
1466,0679735909,Possession : A Romance,A.S. BYATT,1991,Vintage,http://images.amazon.com/images/P/0679735909.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679735909.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679735909.01.LZZZZZZZ.jpg
1467,0345387651,The Cider House Rules,John Irving,1994,Ballantine Books,http://images.amazon.com/images/P/0345387651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345387651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345387651.01.LZZZZZZZ.jpg
1468,0446353205,The Charm School,Nelson DeMille,1989,Warner Books,http://images.amazon.com/images/P/0446353205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446353205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446353205.01.LZZZZZZZ.jpg
1469,0671042572,Jewel (Oprah's Book Club),Bret Lott,1999,Pocket,http://images.amazon.com/images/P/0671042572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042572.01.LZZZZZZZ.jpg
1470,0553298836,Copy Kat (Kat Colorado Mysteries),KAREN KIJEWSKI,1990,Crimeline,http://images.amazon.com/images/P/0553298836.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553298836.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553298836.01.LZZZZZZZ.jpg
1471,0553292722,Still Waters,TAMI HOAG,1992,Bantam,http://images.amazon.com/images/P/0553292722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553292722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553292722.01.LZZZZZZZ.jpg
1472,0812516214,Dreams Underfoot,Charles De Lint,1995,Tor Books,http://images.amazon.com/images/P/0812516214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812516214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812516214.01.LZZZZZZZ.jpg
1473,1853260002,Pride &amp; Prejudice (Wordsworth Classics),Jane Austen,1997,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260002.01.LZZZZZZZ.jpg
1474,0553801945,"The Game (King, Laurie R)",LAURIE R. KING,2004,Bantam,http://images.amazon.com/images/P/0553801945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553801945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553801945.01.LZZZZZZZ.jpg
1475,0517122707,A Confederacy of Dunces,John Kennedy Toole,1995,Outlet Books Company,http://images.amazon.com/images/P/0517122707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517122707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517122707.01.LZZZZZZZ.jpg
1476,0440221595,The Glass Lake,Maeve Binchy,1996,Dell,http://images.amazon.com/images/P/0440221595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg
1477,0316899984,"River, Cross My Heart",Breena Clarke,1999,Little Brown &amp; Company,http://images.amazon.com/images/P/0316899984.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316899984.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316899984.01.LZZZZZZZ.jpg
1478,014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books,http://images.amazon.com/images/P/014029628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014029628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014029628X.01.LZZZZZZZ.jpg
1479,0515130923,Dawn in Eclipse Bay,Jayne Ann Krentz,2001,Jove Books,http://images.amazon.com/images/P/0515130923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515130923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515130923.01.LZZZZZZZ.jpg
1480,067151699X,The HIDDEN LIFE OF DOGS,Elizabeth Marshall Thomas,1995,Pocket,http://images.amazon.com/images/P/067151699X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067151699X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067151699X.01.LZZZZZZZ.jpg
1481,0553582526,Dust to Dust,TAMI HOAG,2002,Bantam,http://images.amazon.com/images/P/0553582526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582526.01.LZZZZZZZ.jpg
1482,0061020702,The Light Fantastic (Discworld Novels (Paperback)),Terry Pratchett,2000,HarperTorch,http://images.amazon.com/images/P/0061020702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061020702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061020702.01.LZZZZZZZ.jpg
1483,055357695X,Out of the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books,http://images.amazon.com/images/P/055357695X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055357695X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055357695X.01.LZZZZZZZ.jpg
1484,0553278398,Prelude to Foundation (Foundation Novels (Paperback)),ISAAC ASIMOV,1989,Spectra,http://images.amazon.com/images/P/0553278398.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278398.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278398.01.LZZZZZZZ.jpg
1485,0671894455,FORREST GUMP (Movie Tie in),Winston Groom,1994,Pocket,http://images.amazon.com/images/P/0671894455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671894455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671894455.01.LZZZZZZZ.jpg
1486,0441569595,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,http://images.amazon.com/images/P/0441569595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441569595.01.LZZZZZZZ.jpg
1487,044022425X,Drums of Autumn,DIANA GABALDON,1997,Dell,http://images.amazon.com/images/P/044022425X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022425X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022425X.01.LZZZZZZZ.jpg
1488,043912042X,Esperanza Rising,Pam Munoz Ryan,2002,Scholastic Paperbacks,http://images.amazon.com/images/P/043912042X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043912042X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043912042X.01.LZZZZZZZ.jpg
1489,0446344109,Name of the Rose,Umberto Eco,1986,Warner Books,http://images.amazon.com/images/P/0446344109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446344109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446344109.01.LZZZZZZZ.jpg
1490,0553576801,The Perfect Husband,LISA GARDNER,1997,Bantam,http://images.amazon.com/images/P/0553576801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553576801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553576801.01.LZZZZZZZ.jpg
1491,0373484410,Time And Again,Nora Roberts,2001,Silhouette,http://images.amazon.com/images/P/0373484410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484410.01.LZZZZZZZ.jpg
1492,0671644475,The Conquest,Jude Deveraux,1991,Pocket,http://images.amazon.com/images/P/0671644475.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671644475.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671644475.01.LZZZZZZZ.jpg
1493,0679879242,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1996,Knopf Books for Young Readers,http://images.amazon.com/images/P/0679879242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679879242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679879242.01.LZZZZZZZ.jpg
1494,0743460529,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket,http://images.amazon.com/images/P/0743460529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743460529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743460529.01.LZZZZZZZ.jpg
1495,0671015311,TO SHIELD THE QUEEN (Mystery at Queen Elizabeth I's Court (Paperback)),Fiona Buckley,1998,Pocket,http://images.amazon.com/images/P/0671015311.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671015311.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671015311.01.LZZZZZZZ.jpg
1496,0312151144,Dreamhouse,Alison Habens,1997,Picador USA,http://images.amazon.com/images/P/0312151144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312151144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312151144.01.LZZZZZZZ.jpg
1497,014230218X,The Dreaming Place,Charles De Lint,2002,Firebird Books,http://images.amazon.com/images/P/014230218X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014230218X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014230218X.01.LZZZZZZZ.jpg
1498,0312863934,Yarrow,Charles de Lint,1997,Orb Books,http://images.amazon.com/images/P/0312863934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312863934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312863934.01.LZZZZZZZ.jpg
1499,0140150706,Portable Jung (Viking Portable Library),Carl Gustav Jung,1976,Penguin Books,http://images.amazon.com/images/P/0140150706.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140150706.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140150706.01.LZZZZZZZ.jpg
1500,0671868691,Bitter Harvest,Ann Rule,1999,Pocket,http://images.amazon.com/images/P/0671868691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671868691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671868691.01.LZZZZZZZ.jpg
1501,8476021844,El preu de la quimera (Narratives),Jordi Font i AgustÃ­,1992,Eumo Editorial,http://images.amazon.com/images/P/8476021844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8476021844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8476021844.01.LZZZZZZZ.jpg
1502,0446360589,The Burden of Proof,Scott Turow,1991,Warner Books,http://images.amazon.com/images/P/0446360589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.LZZZZZZZ.jpg
1503,0064471047,"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",C. S. Lewis,1994,HarperCollins,http://images.amazon.com/images/P/0064471047.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064471047.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064471047.01.LZZZZZZZ.jpg
1504,0374172897,The Hours : A Novel,Michael Cunningham,1998,"Farrar, Straus and Giroux",http://images.amazon.com/images/P/0374172897.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374172897.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374172897.01.LZZZZZZZ.jpg
1505,0140179836,The Liar's Club: A Memoir,Mary Karr,1998,Penguin USA (Paper),http://images.amazon.com/images/P/0140179836.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140179836.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140179836.01.LZZZZZZZ.jpg
1506,0451137965,Thinner,Stephen King,1985,New Amer Library,http://images.amazon.com/images/P/0451137965.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451137965.01.LZZZZZZZ.jpg
1507,044018293X,Suffer the Children,John Saul,1986,Dell,http://images.amazon.com/images/P/044018293X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044018293X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044018293X.01.LZZZZZZZ.jpg
1508,080411868X,"Welcome to the World, Baby Girl!",Fannie Flagg,1999,Ballantine Books,http://images.amazon.com/images/P/080411868X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080411868X.01.LZZZZZZZ.jpg
1509,0425145638,Fatal Cure,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425145638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425145638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425145638.01.LZZZZZZZ.jpg
1510,0553569910,The Ugly Duckling,Iris Johansen,1997,Bantam Books,http://images.amazon.com/images/P/0553569910.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569910.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569910.01.LZZZZZZZ.jpg
1511,0448060043,Alice in Wonderland and Through the Looking Glass (Illustrated Junior Library),Charles Lutwidge Dodgson,1946,Grosset &amp; Dunlap,http://images.amazon.com/images/P/0448060043.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0448060043.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0448060043.01.LZZZZZZZ.jpg
1512,0821769367,The Night Before,Lisa Jackson,2003,Zebra Books,http://images.amazon.com/images/P/0821769367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821769367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821769367.01.LZZZZZZZ.jpg
1513,0312875681,Forests of the Heart (Newford),Charles de Lint,2001,Tor Books,http://images.amazon.com/images/P/0312875681.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312875681.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312875681.01.LZZZZZZZ.jpg
1514,0373226144,"Familiar Lullaby (Fear Familiar) (Harlequin Intrigue, No 614)",Caroline Burnes,2001,Harlequin,http://images.amazon.com/images/P/0373226144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373226144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373226144.01.LZZZZZZZ.jpg
1515,0446520802,The Notebook,Nicholas Sparks,1996,Warner Books,http://images.amazon.com/images/P/0446520802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446520802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446520802.01.LZZZZZZZ.jpg
1516,0425092917,The Accidental Tourist,Anne Tyler,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425092917.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425092917.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425092917.01.LZZZZZZZ.jpg
1517,0345404769,Silent Witness,RICHARD NORTH PATTERSON,1997,Ballantine Books,http://images.amazon.com/images/P/0345404769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404769.01.LZZZZZZZ.jpg
1518,0425163407,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425163407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425163407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425163407.01.LZZZZZZZ.jpg
1519,0515131679,The Gingerbread Man,Maggie Shayne,2001,Jove Books,http://images.amazon.com/images/P/0515131679.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131679.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131679.01.LZZZZZZZ.jpg
1520,0141301104,The Witches (Puffin Novels),Roald Dahl,1998,Puffin Books,http://images.amazon.com/images/P/0141301104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141301104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141301104.01.LZZZZZZZ.jpg
1521,0380599236,Spring Moon: A Novel of China,Bette Lord,1982,Avon Books,http://images.amazon.com/images/P/0380599236.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380599236.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380599236.01.LZZZZZZZ.jpg
1522,0425147517,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147517.01.LZZZZZZZ.jpg
1523,0446525537,A Walk to Remember,Nicholas Sparks,1999,Warner Books,http://images.amazon.com/images/P/0446525537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446525537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446525537.01.LZZZZZZZ.jpg
1524,8440630794,Cuentos del Planeta Tierra,Arthur C. Clarke,1993,Ediciones B,http://images.amazon.com/images/P/8440630794.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8440630794.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8440630794.01.LZZZZZZZ.jpg
1525,038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,http://images.amazon.com/images/P/038542017X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038542017X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038542017X.01.LZZZZZZZ.jpg
1526,0553571591,Mystique,Amanda Quick,1996,Bantam Books,http://images.amazon.com/images/P/0553571591.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571591.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571591.01.LZZZZZZZ.jpg
1527,0446350109,Windmills of the Gods,Sidney Sheldon,1987,Warner Books,http://images.amazon.com/images/P/0446350109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446350109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446350109.01.LZZZZZZZ.jpg
1528,0679879250,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,1997,Alfred A. Knopf,http://images.amazon.com/images/P/0679879250.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679879250.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679879250.01.LZZZZZZZ.jpg
1529,0425155404,Invasion,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425155404.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425155404.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425155404.01.LZZZZZZZ.jpg
1530,0618002243,"The Return of the King (The Lord of The Rings, Part 3)",J. R. R. Tolkien,1999,Houghton Mifflin Company,http://images.amazon.com/images/P/0618002243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618002243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618002243.01.LZZZZZZZ.jpg
1531,0618002235,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,1999,Houghton Mifflin Company,http://images.amazon.com/images/P/0618002235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618002235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618002235.01.LZZZZZZZ.jpg
1532,0618002227,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,1999,Houghton Mifflin Company,http://images.amazon.com/images/P/0618002227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618002227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618002227.01.LZZZZZZZ.jpg
1533,067972768X,The Joy Luck Club (Vintage Contemporaries),Amy Tan,1991,Vintage Books USA,http://images.amazon.com/images/P/067972768X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067972768X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067972768X.01.LZZZZZZZ.jpg
1534,0140048944,North of South: An African Journey,Shiva Naipaul,1980,Penguin USA,http://images.amazon.com/images/P/0140048944.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140048944.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140048944.01.LZZZZZZZ.jpg
1535,051512768X,The Orchid Hunter,Jill Marie Landis,2000,Jove Books,http://images.amazon.com/images/P/051512768X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512768X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512768X.01.LZZZZZZZ.jpg
1536,0451406176,The Duke,Catherine Coulter,1995,Topaz,http://images.amazon.com/images/P/0451406176.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451406176.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451406176.01.LZZZZZZZ.jpg
